ID,name,href,docket_number,term
50923,White v. Regester,https://api.oyez.org/cases/1972/72-147,72-147,1972
50924,"United Air Lines, Inc. v. Mahin",https://api.oyez.org/cases/1972/71-862,71-862,1972
50925,Cady v. Dombrowski,https://api.oyez.org/cases/1972/72-586,72-586,1972
50926,Preiser v. Rodriguez,https://api.oyez.org/cases/1972/71-1369,71-1369,1972
50927,Gibson v. Berryhill,https://api.oyez.org/cases/1972/71-653,71-653,1972
50928,Department of Motor Vehicles of California v. Rios,https://api.oyez.org/cases/1972/72-686,72-686,1972
50929,Hunt v. McNair,https://api.oyez.org/cases/1972/71-1523,71-1523,1972
50930,Fausner v. Commissioner,https://api.oyez.org/cases/1972/72-1396,72-1396,1972
50931,Gagnon v. Scarpelli,https://api.oyez.org/cases/1972/71-1225,71-1225,1972
50932,United States v. Glaxo Group Ltd.,https://api.oyez.org/cases/1972/71-666,71-666,1972
50933,Marston v. Lewis,https://api.oyez.org/cases/1972/72-899,72-899,1972
50934,Ricci v. Chicago Mercantile Exchange,https://api.oyez.org/cases/1972/71-858,71-858,1972
50935,Michigan v. Ohio,https://api.oyez.org/cases/1972/30_orig,30-orig,1972
50936,"United States v. Students Challenging Regulatory Agency Procedures (S.C.R.A.P.), et al",https://api.oyez.org/cases/1972/72-535,72-535,1972
50937,Barnes v. United States,https://api.oyez.org/cases/1972/72-5443,72-5443,1972
50938,District of Columbia v. Carter,https://api.oyez.org/cases/1972/71-564,71-564,1972
50939,Palmore v. United States,https://api.oyez.org/cases/1972/72-11,72-11,1972
50940,California v. LaRue,https://api.oyez.org/cases/1972/71-36,71-36,1972
50941,Committee for Public Education & Religious Liberty v. Nyquist,https://api.oyez.org/cases/1972/72-694,72-694,1972
50942,United States v. Little Lake Misere Land Company,https://api.oyez.org/cases/1972/71-1459,71-1459,1972
50943,Braden v. 30th Judicial Circuit Court of Kentucky,https://api.oyez.org/cases/1972/71-6516,71-6516,1972
50944,Sugarman v. Dougall,https://api.oyez.org/cases/1972/71-1222,71-1222,1972
50945,United States Dept. of Agriculture v. Murry,https://api.oyez.org/cases/1972/72-848,72-848,1972
50946,Chambers v. Mississippi,https://api.oyez.org/cases/1972/71-5908,71-5908,1972
50947,United States v. Indrelunas,https://api.oyez.org/cases/1972/72-805,72-805,1972
50948,Murch v. Mottram,https://api.oyez.org/cases/1972/72-55,72-55,1972
50949,Lemon v. Kurtzman,https://api.oyez.org/cases/1972/71-1470,71-1470,1972
50950,Gilligan v. Morgan,https://api.oyez.org/cases/1972/71-1553,71-1553,1972
50951,Goldstein v. California,https://api.oyez.org/cases/1972/71-1192,71-1192,1972
50952,Couch v. United States,https://api.oyez.org/cases/1972/71-889,71-889,1972
50953,Davis v. United States,https://api.oyez.org/cases/1972/71-6481,71-6481,1972
50954,United States Department of Agriculture v. Moreno,https://api.oyez.org/cases/1972/72-534,72-534,1972
50955,Kern County Land Company v. Occidental Petroleum Corporation,https://api.oyez.org/cases/1972/71-1059,71-1059,1972
50956,City of Kenosha v. Bruno,https://api.oyez.org/cases/1972/72-658,72-658,1972
50957,United States v. Mason,https://api.oyez.org/cases/1972/72-654,72-654,1972
50958,United States v. State Tax Commission of Mississippi,https://api.oyez.org/cases/1972/72-350,72-350,1972
50959,"Tillman v. Wheaton-Haven Recreation Assn., Inc.",https://api.oyez.org/cases/1972/71-1136,71-1136,1972
50960,McGinnis v. Royster,https://api.oyez.org/cases/1972/71-718,71-718,1972
50961,Paris Adult Theatre I v. Slaton,https://api.oyez.org/cases/1972/71-1051,71-1051,1972
50962,Ohio Municipal Judges Assn. v. Davis,https://api.oyez.org/cases/1972/72-1010,72-1010,1972
50963,Logue v. United States,https://api.oyez.org/cases/1972/72-656,72-656,1972
50964,USV Pharmaceutical Corporation v. Weinberger,https://api.oyez.org/cases/1972/72-666,72-666,1972
50965,"United States v. First Nat. Bancorporation, Inc.",https://api.oyez.org/cases/1972/71-703,71-703,1972
50966,United States v. Louisiana (Louisiana Boundary Case),https://api.oyez.org/cases/1972/9-orig,9-orig,1972
50967,"United States v. Chicago, Burlington & Quincy Railroad Company",https://api.oyez.org/cases/1972/72-90,72-90,1972
50968,Gomez v. Perez,https://api.oyez.org/cases/1972/71-575,71-575,1972
50969,LaVallee v. Delle Rose,https://api.oyez.org/cases/1972/72-905,72-905,1972
50970,Gaca v. United States,https://api.oyez.org/cases/1972/72-6011,72-6011,1972
50971,Lehnhausen v. Lake Shore Auto Parts Company,https://api.oyez.org/cases/1972/71-685,71-685,1972
50972,United States v. Cartwright,https://api.oyez.org/cases/1972/71-1665,71-1665,1972
50973,White v. Weiser,https://api.oyez.org/cases/1972/71-1623,71-1623,1972
50974,Tacon v. Arizona,https://api.oyez.org/cases/1972/71-6060,71-6060,1972
50975,California v. Krivda,https://api.oyez.org/cases/1972/71-651,71-651,1972
50976,Bronston v. United States,https://api.oyez.org/cases/1972/71-1011,71-1011,1972
50977,Michigan v. Payne,https://api.oyez.org/cases/1972/71-1005,71-1005,1972
50978,Goosby v. Osser,https://api.oyez.org/cases/1972/71-6316,71-6316,1972
50979,McClanahan v. Arizona State Tax Commission,https://api.oyez.org/cases/1972/71-834,71-834,1972
50980,Indiana Employment Security Division v. Burney,https://api.oyez.org/cases/1972/71-1119,71-1119,1972
50981,Nebraska v. Iowa,https://api.oyez.org/cases/1972/17_orig,17-orig,1972
50982,Heller v. New York,https://api.oyez.org/cases/1972/71-1043,71-1043,1972
50983,Wardius v. Oregon,https://api.oyez.org/cases/1972/71-6042,71-6042,1972
50984,San Antonio Independent School District v. Rodriguez,https://api.oyez.org/cases/1972/71-1332,71-1332,1972
50985,McDonnell Douglas Corporation v. Green,https://api.oyez.org/cases/1972/72-490,72-490,1972
50986,Webb v. Texas,https://api.oyez.org/cases/1972/71-6647,71-6647,1972
50987,Brown v. Chote,https://api.oyez.org/cases/1972/71-1583,71-1583,1972
50988,Blackledge v. Perry,https://api.oyez.org/cases/1973/72-1660,72-1660,1973
50990,"Beasley v. Food Fair of North Carolina, Inc.",https://api.oyez.org/cases/1973/72-1597,72-1597,1973
50991,Commissioner of Internal Revenue v. Idaho Power Company,https://api.oyez.org/cases/1973/73-263,73-263,1973
50992,Marshall v. United States,https://api.oyez.org/cases/1973/72-5881,72-5881,1973
50993,United States v. Giordano,https://api.oyez.org/cases/1973/72-1057,72-1057,1973
50994,Federal Power Commission v. New England Power Company,https://api.oyez.org/cases/1973/72-1162,72-1162,1973
50995,United States v. Nixon,https://api.oyez.org/cases/1973/73-1766,73-1766,1973
50996,Taylor v. Hayes,https://api.oyez.org/cases/1973/73-473,73-473,1973
50997,Hernandez v. Veterans' Administration,https://api.oyez.org/cases/1973/72-700,72-700,1973
50998,Poe v. Gerstein,https://api.oyez.org/cases/1973/73-1283,73-1283,1973
50999,Bellis v. United States,https://api.oyez.org/cases/1973/73-190,73-190,1973
51000,"United States v. Marine Bancorporation, Inc.",https://api.oyez.org/cases/1973/73-38,73-38,1973
51001,National Labor Relations Board v. Savair Manufacturing Company,https://api.oyez.org/cases/1973/72-1231,72-1231,1973
51002,United States v. Chavez,https://api.oyez.org/cases/1973/72-1319,72-1319,1973
51003,Spomer v. Littleton,https://api.oyez.org/cases/1973/72-955,72-955,1973
51004,"Bangor Punta Operations, Inc. v. Bangor & Aroostook Railroad Company",https://api.oyez.org/cases/1973/73-718,73-718,1973
51005,FPC v. Texaco Inc.,https://api.oyez.org/cases/1973/72-1490,72-1490,1973
51006,"Oneida Indian Nation of New York v. County of Oneida, New York",https://api.oyez.org/cases/1973/72-851,72-851,1973
51007,Milliken v. Bradley,https://api.oyez.org/cases/1973/73-434,73-434,1973
51008,Edelman v. Jordan,https://api.oyez.org/cases/1973/72-1410,72-1410,1973
51009,Dennett v. Hogan,https://api.oyez.org/cases/1973/72-6449,72-6449,1973
51010,Gustafson v. Florida,https://api.oyez.org/cases/1973/71-1669,71-1669,1973
51011,Gilmore v. City of Montgomery,https://api.oyez.org/cases/1973/72-1517,72-1517,1973
51012,Gooding v. United States,https://api.oyez.org/cases/1973/72-6902,72-6902,1973
51013,"Foley v. Blair & Company, Inc.",https://api.oyez.org/cases/1973/72-1154,72-1154,1973
51014,"Sea-Land Services, Inc. v. Gaudet",https://api.oyez.org/cases/1973/72-1019,72-1019,1973
51015,Secretary of the Navy v. Avrech,https://api.oyez.org/cases/1973/72-1713,72-1713,1973
51016,Michigan v. Tucker,https://api.oyez.org/cases/1973/73-482,73-482,1973
51017,United States v. Matlock,https://api.oyez.org/cases/1973/72-1355,72-1355,1973
51018,Schmidt v. Lessard,https://api.oyez.org/cases/1973/73-568,73-568,1973
51019,Norwell v. City of Cincinnati,https://api.oyez.org/cases/1973/72-1366,72-1366,1973
51020,Anderson v. United States,https://api.oyez.org/cases/1973/73-346,73-346,1973
51021,Johnson v. Robison,https://api.oyez.org/cases/1973/72-1297,72-1297,1973
51022,Moore v. Arizona,https://api.oyez.org/cases/1973/73-5002,73-5002,1973
51023,Fuller v. Oregon,https://api.oyez.org/cases/1973/73-5280,73-5280,1973
51024,Phillips Petroleum Company v. Texaco Inc.,https://api.oyez.org/cases/1973/73-347,73-347,1973
51025,"Baker v. Gold Seal Liquors, Inc.",https://api.oyez.org/cases/1973/73-804,73-804,1973
51026,Communist Party of Indiana v. Whitcomb,https://api.oyez.org/cases/1973/72-1040,72-1040,1973
51027,Morton v. Ruiz,https://api.oyez.org/cases/1973/72-1052,72-1052,1973
51028,Falk v. Brennan,https://api.oyez.org/cases/1973/72-844,72-844,1973
51029,Wolff v. McDonnell,https://api.oyez.org/cases/1973/73-679,73-679,1973
51030,Kusper v. Pontikes,https://api.oyez.org/cases/1973/71-1631,71-1631,1973
51031,Geduldig v. Aiello,https://api.oyez.org/cases/1973/73-640,73-640,1973
51032,Corning Glass Works v. Brennan,https://api.oyez.org/cases/1973/73-29,73-29,1973
51033,United States v. Calandra,https://api.oyez.org/cases/1973/72-734,72-734,1973
51034,Cupp v. Naughten,https://api.oyez.org/cases/1973/72-1148,72-1148,1973
51035,United States v. Richardson,https://api.oyez.org/cases/1973/72-885,72-885,1973
51036,Davis v. Alaska,https://api.oyez.org/cases/1973/72-5794,72-5794,1973
51037,Bob Jones University v. Simon,https://api.oyez.org/cases/1973/72-1470,72-1470,1973
51038,Alexander v. Gardner-Denver Company,https://api.oyez.org/cases/1973/72-5847,72-5847,1973
51039,Jenkins v. Georgia,https://api.oyez.org/cases/1973/73-557,73-557,1973
51040,Satiacum v. Washington,https://api.oyez.org/cases/1973/72-552,72-552,1973
51041,Mahon v. Stowers,https://api.oyez.org/cases/1973/73-1131,73-1131,1973
51042,"Cooper Stevedoring Company, Inc. v. Fritz Kopke, Inc.",https://api.oyez.org/cases/1973/73-726,73-726,1973
51043,"Granny Goose Foods, Inc. v. Teamsters",https://api.oyez.org/cases/1973/72-1566,72-1566,1973
51044,Plummer v. City of Columbus,https://api.oyez.org/cases/1973/72-6897,72-6897,1973
51045,United States v. Connecticut National Bank,https://api.oyez.org/cases/1973/73-767,73-767,1973
51046,"Windward Shipping (London) Ltd. v. American Radio Association, AFL-CIO",https://api.oyez.org/cases/1973/72-1061,72-1061,1973
51047,Kokoszka v. Belford,https://api.oyez.org/cases/1973/73-5265,73-5265,1973
51048,Schlesinger v. Reservists Committee to Stop the War,https://api.oyez.org/cases/1973/72-1188,72-1188,1973
51049,United States v. Edwards,https://api.oyez.org/cases/1973/73-88,73-88,1973
51050,Pell v. Procunier,https://api.oyez.org/cases/1973/73-918,73-918,1973
51051,"National Labor Relations Board v. Food Store Employees Union, Local 347, Amalgamated Meat Cutters & Butcher Workmen of North America, AFL-CIO",https://api.oyez.org/cases/1973/73-370,73-370,1973
51052,Berry v. City of Cincinnati,https://api.oyez.org/cases/1973/73-5245,73-5245,1973
51053,Patterson v. Warner,https://api.oyez.org/cases/1973/72-5839,72-5839,1973
51054,Hagans v. Lavine,https://api.oyez.org/cases/1973/72-6476,72-6476,1973
51055,"F.D. Rich Company, Inc. v. United States for the Use of Industrial Lumber Company",https://api.oyez.org/cases/1973/72-1382,72-1382,1973
51056,Calero-Toledo v. Pearson Yacht Leasing Company,https://api.oyez.org/cases/1973/73-157,73-157,1973
51057,Vermont v. New York,https://api.oyez.org/cases/1973/50_orig,50-orig,1973
51058,Parker v. Levy,https://api.oyez.org/cases/1973/73-206,73-206,1973
51059,Warden v. Marrero,https://api.oyez.org/cases/1973/73-831,73-831,1973
51060,"Paschall v. Christie-Stewart, Inc.",https://api.oyez.org/cases/1973/72-922,72-922,1973
51061,Speight v. Slaton,https://api.oyez.org/cases/1973/72-1557,72-1557,1973
51062,Cleveland Board of Education v. LaFleur,https://api.oyez.org/cases/1973/72-777,72-777,1973
51063,Lehman Brothers v. Schein,https://api.oyez.org/cases/1973/73-439,73-439,1973
51064,William E. Arnold Company v. Carpenters District Council of Jacksonville and Vicinity,https://api.oyez.org/cases/1973/73-466,73-466,1973
51065,Pernell v. Southall Realty,https://api.oyez.org/cases/1973/72-6041,72-6041,1973
51066,"Howard Johnson Company, Inc. v. Detroit Local Joint Executive Board, Hotel & Restaurant Employees & Bartenders International Union, AFL-CIO",https://api.oyez.org/cases/1973/73-631,73-631,1973
51067,Huddleston v. United States,https://api.oyez.org/cases/1973/72-1076,72-1076,1973
51068,United States v. Kahn,https://api.oyez.org/cases/1973/72-1328,72-1328,1973
51069,"North Dakota Board of Pharmacy v. Snyder's Drug Stores, Inc.",https://api.oyez.org/cases/1973/72-1176,72-1176,1973
51070,Smith v. Goguen,https://api.oyez.org/cases/1973/72-1254,72-1254,1973
51071,Kahn v. Shevin,https://api.oyez.org/cases/1973/73-78,73-78,1973
51072,Vachon v. New Hampshire,https://api.oyez.org/cases/1973/73-573,73-573,1973
51073,Central Tablet Mfg. Company v. United States,https://api.oyez.org/cases/1973/73-593,73-593,1973
51074,Lewis v. City of New Orleans,https://api.oyez.org/cases/1973/72-6156,72-6156,1973
51075,Steffel v. Thompson,https://api.oyez.org/cases/1973/72-5581,72-5581,1973
51076,"National Cable Television Assn., Inc. v. United States",https://api.oyez.org/cases/1973/72-948,72-948,1973
51077,Commissioner of Internal Revenue v. National Alfalfa Dehydrating & Milling Company,https://api.oyez.org/cases/1973/73-9,73-9,1973
51078,Curtis v. Loether,https://api.oyez.org/cases/1973/72-1035,72-1035,1973
51079,Air Pollution Variance Board of Colorado v. Western Alfalfa Corporation,https://api.oyez.org/cases/1973/73-690,73-690,1973
51080,Zahn v. International Paper Company,https://api.oyez.org/cases/1973/72-888,72-888,1973
51081,Mitchell v. W. T. Grant Company,https://api.oyez.org/cases/1973/72-6160,72-6160,1973
51082,National Labor Relations Board v. Magnavox Company of Tennessee,https://api.oyez.org/cases/1973/72-1637,72-1637,1973
51083,"Golden State Bottling Company, Inc. v. National Labor Relations Board",https://api.oyez.org/cases/1973/72-702,72-702,1973
51084,Morton v. Mancari,https://api.oyez.org/cases/1973/73-362,73-362,1973
51085,Wingo v. Wedding,https://api.oyez.org/cases/1973/73-846,73-846,1973
51086,United States v. General Dynamics Corporation,https://api.oyez.org/cases/1973/72-402,72-402,1973
51087,Kewanee Oil Company v. Bicron Corporation,https://api.oyez.org/cases/1973/73-187,73-187,1973
51088,United States v. Maze,https://api.oyez.org/cases/1973/72-1168,72-1168,1973
51089,Storer v. Brown,https://api.oyez.org/cases/1973/72-812,72-812,1973
51090,Sampson v. Murray,https://api.oyez.org/cases/1973/72-403,72-403,1973
51091,Shea v. Vialpando,https://api.oyez.org/cases/1973/72-1513,72-1513,1973
51092,Bradley v. School Board of the City of Richmond,https://api.oyez.org/cases/1973/72-1322,72-1322,1973
51093,Eaton v. City of Tulsa,https://api.oyez.org/cases/1973/73-5925,73-5925,1973
51094,"Espinoza v. Farah Manufacturing Company, Inc.",https://api.oyez.org/cases/1973/72-671,72-671,1973
51095,"Teleprompter Corporation v. Columbia Broadcasting System, Inc.",https://api.oyez.org/cases/1973/72-1628,72-1628,1973
51096,American Pipe & Construction Company v. Utah,https://api.oyez.org/cases/1973/72-1195,72-1195,1973
51097,Mayor of Philadelphia v. Educational Equality League,https://api.oyez.org/cases/1973/72-1264,72-1264,1973
51098,Mississippi v. Arkansas,https://api.oyez.org/cases/1973/48_orig,48-orig,1973
51100,United States Immigration & Naturalization Service v. Hibi,https://api.oyez.org/cases/1973/72-1652,72-1652,1973
51101,Allee v. Medrano,https://api.oyez.org/cases/1973/72-1125,72-1125,1973
51102,Cardwell v. Lewis,https://api.oyez.org/cases/1973/72-1603,72-1603,1973
51103,American Party of Texas v. White,https://api.oyez.org/cases/1973/72-887,72-887,1973
51104,"Commissioner v. ""Americans United"" Inc.",https://api.oyez.org/cases/1973/72-1371,72-1371,1973
51105,Dorszynski v. United States,https://api.oyez.org/cases/1973/73-5284,73-5284,1973
51106,Hamling v. United States,https://api.oyez.org/cases/1973/73-507,73-507,1973
51107,Davis v. United States,https://api.oyez.org/cases/1973/72-1454,72-1454,1973
51108,Chicago Mercantile Exchange v. Deaktor,https://api.oyez.org/cases/1973/73-241,73-241,1973
51109,O'Brien v. Skinner,https://api.oyez.org/cases/1973/72-1058,72-1058,1973
51110,Dillard v. Industrial Commission of Virginia,https://api.oyez.org/cases/1973/73-5412,73-5412,1973
51111,Lubin v. Panish,https://api.oyez.org/cases/1973/71-6852,71-6852,1973
51113,Spence v. Washington,https://api.oyez.org/cases/1973/72-1690,72-1690,1973
51114,Miami Herald Publishing Company v. Tornillo,https://api.oyez.org/cases/1973/73-797,73-797,1973
51115,Lefkowitz v. Turley,https://api.oyez.org/cases/1973/72-331,72-331,1973
51116,Christian v. New York Department Of Labor,https://api.oyez.org/cases/1973/72-5704,72-5704,1973
51117,Hess v. Indiana,https://api.oyez.org/cases/1973/73-5290,73-5290,1973
